,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
27776,34502,20.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,42,20002.505424635005
27777,20431,21.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.505424635005
27778,39016,29.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,16,20002.505424635005
27779,39286,23.0,4.8,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.505424635005
27780,31472,35.0,4.9,Fog,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,16,20002.505424635005
27781,18706,27.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,20002.505424635005
27782,37288,,,Sandstorms,Low,2,Snack,scooter,,No,Urban,13,20002.505424635005
27783,10095,25.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,11,20002.505424635005
27784,13934,20.0,4.7,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Urban,18,20002.505424635005
27785,27331,33.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.505424635005
27786,16205,30.0,4.4,Stormy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.50542443354
27787,37671,38.0,3.7,Fog,Low,1,Buffet,motorcycle,2.0,No,Metropolitian,37,20002.50542443354
27788,7612,26.0,4.8,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.50542443354
27789,23286,32.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.50542443354
27790,11934,26.0,4.9,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,12,20002.50542443354
27791,21618,25.0,4.9,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,20,20002.50542443354
27792,19656,22.0,4.7,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,20002.50542443354
27793,10141,31.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.50542443354
27794,21657,31.0,4.8,Sunny,Low,1,Snack,motorcycle,0.0,No,Urban,13,20002.505424083633
27795,42309,36.0,4.1,Cloudy,Jam,1,Buffet,scooter,0.0,No,Urban,36,20002.505424083633
27796,2889,25.0,4.9,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,28,20002.505424083633
27797,30897,33.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.505424083633
27798,39705,37.0,4.5,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,29,20002.505424083633
27799,788,37.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.505424083633
27800,10131,26.0,4.5,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.505424083633
27801,19731,34.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,47,20002.505424083633
27802,24874,32.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.505423915463
27803,39697,34.0,4.2,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,31,20002.505423915463
27804,25738,28.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,36,20002.505423915463
27805,19569,37.0,4.8,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.505423915463
27806,36169,33.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,24,20002.505423915463
27807,36957,21.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.505423915463
27808,22580,39.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,20002.505423915463
27809,24078,34.0,4.5,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,26,20002.505423915463
27810,41706,29.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,14,20002.505423915463
27811,36145,24.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.505423915463
27812,33351,23.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,20002.505423915463
27813,9972,38.0,4.6,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.505423915463
27814,39829,25.0,4.7,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,10,20002.505423915463
27815,28363,33.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,34,20002.505423915463
27816,25705,32.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.505423915463
27817,40808,31.0,4.8,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,47,20002.505423900464
27818,32449,38.0,4.3,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,43,20002.505423900464
27819,16733,36.0,5.0,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.505423900464
27820,37084,30.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.505423900464
27821,38030,,,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,17,20002.505423900464
27822,19733,34.0,4.5,Stormy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.505423900464
27823,801,37.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.505423900464
27824,39223,29.0,4.8,Sandstorms,High,2,Drinks,motorcycle,0.0,No,Metropolitian,13,20002.505423900464
27825,30984,34.0,4.6,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,49,20002.505423900464
27826,11650,27.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.505423900464
27827,25368,30.0,4.4,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.505423900464
27828,17273,30.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,53,20002.505423900464
27829,44778,32.0,4.6,Sandstorms,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,20002.505423900464
27830,27940,37.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,24,20002.505423900464
27831,39592,26.0,4.8,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,15,20002.505423900464
27832,17352,20.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.505423900464
27833,28618,,,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,20,20002.505423819646
27834,18320,32.0,4.4,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,38,20002.505423819646
27835,32222,22.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,35,20002.505423819646
27836,6853,24.0,,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,22,20002.505423819646
27837,35524,22.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,18,20002.505423819646
27838,6458,37.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,46,20002.505423819646
27839,29388,35.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.505423819646
27840,14855,30.0,4.8,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.505423819646
27841,12809,22.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,10,20002.505423819646
27842,13806,39.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.505423819646
27843,18000,29.0,5.0,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.505423819646
27844,44587,27.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,24,20002.505423819646
27845,34938,30.0,3.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,20002.505423819646
27846,36490,34.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.505423751867
27847,8077,30.0,4.2,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,20002.505423751867
27848,2956,29.0,4.8,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,21,20002.505423751867
27849,39793,27.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,20002.505423751867
27850,32112,30.0,4.7,Cloudy,Low,1,Snack,scooter,,No,Urban,17,20002.505423751867
27851,16016,38.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,16,20002.505423751867
27852,41854,33.0,4.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.505423751867
27853,10974,27.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,48,20002.505423751867
27854,44891,35.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.505423751867
27855,13444,35.0,4.4,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,37,20002.505423751867
27856,13824,29.0,4.9,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.505423751867
27857,10067,28.0,4.7,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,16,20002.505423751867
27858,28341,31.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,39,20002.505423650484
27859,26940,34.0,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,54,20002.505423650484
27860,35169,27.0,4.5,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.505423650484
27861,12397,35.0,4.3,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,45,20002.505423650484
27862,29217,26.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,12,20002.505423650484
27863,15702,36.0,4.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.505423650484
27864,37323,35.0,4.4,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.505423650484
27865,37615,,,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.505423650484
27866,32060,34.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.505423650484
27867,11139,31.0,4.3,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,48,20002.505423650484
27868,26382,21.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.505423650484
27869,43574,23.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.505423650484
27870,23296,27.0,4.2,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,,32,20002.50542348825
27871,18385,32.0,4.3,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20002.50542348825
27872,34470,33.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.50542348825
27873,29521,27.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,19,20002.50542348825
27874,41035,36.0,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,20002.50542348825
27875,33892,33.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,18,20002.50542348825
27876,818,27.0,4.2,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,18,20002.50542348825
27877,27599,22.0,4.8,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.50542348825
27878,7764,35.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,26,20002.50542348825
27879,7727,27.0,4.6,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.50542332226
27880,39819,37.0,4.8,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,20002.50542332226
27881,9735,38.0,4.8,Windy,Low,1,Drinks,scooter,0.0,No,,22,20002.50542332226
27882,21923,25.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.50542332226
27883,18595,32.0,4.1,Windy,High,0,Meal,motorcycle,2.0,No,Urban,40,20002.50542332226
27884,20493,21.0,4.9,Sunny,Low,1,Buffet,scooter,1.0,No,Urban,16,20002.50542332226
27885,35901,25.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,48,20002.50542332226
27886,15329,24.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,30,20002.50542332226
27887,7972,34.0,4.1,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.50542322059
27888,4677,34.0,4.5,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20002.50542322059
27889,19131,37.0,4.7,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.50542322059
27890,22322,38.0,4.8,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.50542322059
27891,39679,21.0,4.3,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,31,20002.50542322059
27892,44911,32.0,4.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.50542322059
27893,25761,27.0,4.9,Cloudy,High,0,Snack,motorcycle,,No,Metropolitian,22,20002.50542322059
27894,16246,37.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Semi-Urban,48,20002.50542322059
27895,28549,38.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Urban,48,20002.50542322059
27896,4331,36.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,20002.50542322059
27897,4663,30.0,4.8,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,20,20002.505422397335
27898,39076,30.0,4.5,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.505422397335
27899,27862,25.0,4.9,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,20002.505422397335
27900,6696,25.0,4.6,Cloudy,Low,2,Buffet,scooter,0.0,No,,16,20002.505422397335
27901,35135,29.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,,21,20002.505422397335
27902,11157,,,Cloudy,High,2,Meal,motorcycle,1.0,No,Urban,24,20002.505422397335
27903,9721,20.0,4.9,Windy,Low,2,Snack,motorcycle,,No,Metropolitian,19,20002.505422397335
27904,13928,31.0,4.7,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.505422397335
27905,5956,29.0,4.7,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,39,20002.505422397335
27906,16142,37.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.505422397335
27907,43726,28.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,29,20002.505422397335
27908,18824,36.0,4.2,Fog,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,44,20002.505422295173
27909,12884,34.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.505422295173
27910,15401,24.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.505422295173
27911,31113,31.0,5.0,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.505422295173
27912,34258,32.0,4.1,Windy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.505422295173
27913,18976,30.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.505422295173
27914,36015,22.0,4.9,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.505422295173
27915,6849,21.0,,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,24,20002.505422295173
27916,1425,27.0,4.6,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,27,20002.505422295173
27917,34764,29.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,34,20002.505422295173
27918,11864,25.0,4.8,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Urban,16,20002.505422295173
27919,35459,26.0,4.6,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.505422243623
27920,28708,23.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.505422243623
27921,38222,21.0,4.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,11,20002.505422243623
27922,31639,,,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,45,20002.505422243623
27923,44185,36.0,4.6,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,40,20002.505422243623
27924,6843,35.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.505422243623
27925,32275,32.0,4.7,Fog,Jam,2,Buffet,scooter,2.0,No,Urban,35,20002.505422243623
27926,28225,23.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,29,20002.505422243623
27927,8572,31.0,4.8,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.505422243623
27928,10813,26.0,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.505422243623
27929,35029,21.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.505422243623
27930,37210,36.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.505422243623
27931,3196,24.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,20,20002.505285705392
27932,26613,25.0,4.7,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,27,20002.505285705392
27933,43023,29.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,15,20002.505285705392
27934,486,39.0,4.8,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.505285067033
27935,370,33.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Urban,23,20002.505285067033
27936,21376,,,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,24,20002.505284935134
27937,33551,38.0,4.0,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.505284935134
27938,39136,29.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,2.0,Yes,Urban,46,20002.50528456348
27939,27654,36.0,4.4,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.50528456348
27940,6382,30.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,20002.50528399143
27941,44744,24.0,4.8,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,20002.50528399143
27942,15407,23.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,28,20002.50528397331
27943,8837,34.0,5.0,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,20002.50528397331
27944,30408,25.0,4.7,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.50528397331
27945,19622,31.0,5.0,Stormy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,29,20002.50528363703
27946,16682,36.0,5.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,20002.505282929327
27947,17257,38.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.505282774946
27948,30869,34.0,3.9,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,31,20002.505282774946
27949,34815,29.0,4.9,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,29,20002.50528081857
27950,32872,26.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.50528081857
27951,24003,34.0,4.7,Fog,High,0,Meal,motorcycle,1.0,No,Urban,32,20002.50528055761
27952,39841,36.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.50528055761
27953,13266,23.0,4.5,Sandstorms,Jam,1,Snack,scooter,0.0,No,Urban,20,20002.50528055761
27954,23112,25.0,4.8,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,15,20002.505280065674
27955,30336,34.0,4.2,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.505280065674
27956,3632,21.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,20002.505279527424
27957,16493,27.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Urban,21,20002.505279527424
27958,15893,28.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.505279527424
27959,11656,35.0,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,17,20002.505279354642
27960,18522,22.0,4.8,Fog,Medium,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.505279354642
27961,16691,22.0,4.6,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.505279354642
27962,37364,30.0,4.9,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.505279354642
27963,25318,21.0,5.0,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,14,20002.505279198092
27964,12663,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,,No,Metropolitian,22,20002.50526582237
27965,669,39.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.50526582237
27966,15184,31.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.50526582237
27967,37728,29.0,4.5,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.505255651227
27968,32873,24.0,4.5,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,14,20002.505255651227
27969,23161,39.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.50512121858
27970,44726,20.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,20002.50512121858
27971,40520,33.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,20002.50512121858
27972,34207,29.0,4.0,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.50512121858
27973,29097,31.0,5.0,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,20,20002.50512121858
27974,11039,30.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,,47,20002.50512121858
27975,15775,29.0,4.6,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,23,20002.50512121858
27976,20317,38.0,4.6,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,41,20002.50512121858
27977,22958,20.0,4.6,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,26,20002.50512121858
27978,38184,30.0,4.5,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,21,20002.50512121858
27979,3258,24.0,4.9,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.50512121858
27980,34076,24.0,4.5,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.50512121858
27981,29990,22.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.50512121858
27982,13877,34.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.505120892696
27983,44421,21.0,4.5,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,18,20002.505120892696
27984,34332,29.0,4.7,Windy,Low,1,Meal,scooter,0.0,,Metropolitian,10,20002.505120892696
27985,25762,31.0,4.0,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.505120892696
27986,33714,36.0,5.0,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,25,20002.505120892696
27987,11760,31.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.505120892696
27988,30031,33.0,4.9,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.505120892696
27989,40097,34.0,4.1,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20002.505120892696
27990,17615,37.0,4.9,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,11,20002.505120892696
27991,35771,29.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,20,20002.505120892696
27992,24599,39.0,4.5,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,24,20002.505120892696
27993,11978,37.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,14,20002.505120892696
27994,19747,,,,,3,Meal,scooter,0.0,No,Urban,21,20002.50512061611
27995,12055,23.0,4.7,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.50512061611
27996,40135,33.0,4.6,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,44,20002.50512061611
27997,34077,29.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.50512061611
27998,11345,23.0,4.9,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.50512061611
27999,19859,21.0,5.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,20002.50512061611
28000,31115,20.0,4.9,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.50512061611
28001,2196,,,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,15,20002.50512061611
28002,4566,33.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.50512061611
28003,24124,37.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.50512061611
28004,31891,30.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.505119699916
28005,36737,35.0,4.2,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,37,20002.505119699916
28006,35282,21.0,4.8,Cloudy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.505119699916
28007,21248,31.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,20002.505119699916
28008,31095,30.0,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.505119699916
28009,12577,,,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,12,20002.505119699916
28010,15754,39.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,30,20002.505119699916
28011,40041,21.0,5.0,Fog,Jam,0,Drinks,motorcycle,,No,Metropolitian,41,20002.505119699916
28012,22611,23.0,4.2,Cloudy,Jam,1,Snack,motorcycle,0.0,No,Urban,44,20002.505119699916
28013,22375,30.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.505119699916
28014,8791,22.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,20002.505119699916
28015,28264,35.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,49,20002.505119543577
28016,42715,29.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.505119543577
28017,12881,35.0,5.0,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.505119543577
28018,20369,36.0,4.9,Cloudy,Low,2,Buffet,scooter,1.0,No,,19,20002.505119543577
28019,21390,32.0,4.6,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.505119543577
28020,11249,37.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.505119543577
28021,9777,25.0,5.0,Cloudy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,12,20002.505119543577
